config_id,indicators_long,indicators_short,strategies,filters,strength,symbol,interval
hybrid_7,"{""ema"": {""periods"": [2, 3]}, ""rsi"": {""period"": 8}, ""macd"": {""fast"": 3, ""slow"": 8, ""signal"": 4}, ""atr"": {""period"": 14}, ""supertrend"": {""period"": 22, ""multiplier"": 3.8}}","{""ema"": {""periods"": [2, 3]}, ""rsi"": {""period"": 8}, ""macd"": {""fast"": 3, ""slow"": 8, ""signal"": 4}, ""atr"": {""period"": 14}, ""supertrend"": {""period"": 22, ""multiplier"": 3.8}}","{""adaptive_trend"": {""lookback"": 50, ""volatility_factor"": 2.8}, ""mtf_trend"": {""timeframes"": [""15m"", ""1h"", ""4h""]}, ""volatility_breakout"": {""atr_multiplier"": 3.0}}","{""trend_strength"": {""min_adx"": 40}, ""volatility_regime"": {""atr_threshold"": 2.0}, ""market_regime"": {""trend_threshold"": 0.8}, ""min_checks"": 3, ""min_strength"": 90}","{""risk_reward_strength"": {""risk_factor"": 1.0, ""reward_factor"": 5.0}, ""market_context_strength"": {""weight"": 1.9}, ""mtf_strength"": {""timeframe_weights"": {""15m"": 0.3, ""1h"": 0.4, ""4h"": 0.3}}}",BTCUSDT,5m
trend_strong_10,"{""ema"": {""periods"": [2, 3, 4]}, ""macd"": {""fast"": 2, ""slow"": 6, ""signal"": 3}, ""adx"": {""period"": 14}, ""atr"": {""period"": 14}}","{""ema"": {""periods"": [2, 3, 4]}, ""macd"": {""fast"": 2, ""slow"": 6, ""signal"": 3}, ""adx"": {""period"": 14}, ""atr"": {""period"": 14}}","{""trend_following"": {""ema_short"": 2, ""ema_long"": 3}, ""mtf_trend"": {""timeframes"": [""15m"", ""1h"", ""4h""]}}","{""trend_strength"": {""min_adx"": 42}, ""market_regime"": {""trend_threshold"": 0.9}, ""min_checks"": 3, ""min_strength"": 92}","{""risk_reward_strength"": {""risk_factor"": 1.0, ""reward_factor"": 5.0}, ""market_context_strength"": {""weight"": 2.0}, ""mtf_strength"": {""timeframe_weights"": {""15m"": 0.3, ""1h"": 0.4, ""4h"": 0.3}}}",SOLUSDT,5m
momentum_break_8,"{""rsi"": {""period"": 7}, ""stochastic"": {""k"": 7, ""d"": 3}, ""macd"": {""fast"": 2, ""slow"": 7, ""signal"": 3}, ""volume_sma"": {""period"": 20}}","{""rsi"": {""period"": 7}, ""stochastic"": {""k"": 7, ""d"": 3}, ""macd"": {""fast"": 2, ""slow"": 7, ""signal"": 3}, ""volume_sma"": {""period"": 20}}","{""volatility_breakout"": {""atr_multiplier"": 3.2}, ""range_breakout"": {""range_threshold"": 0.03}, ""overextended_reversal"": {""rsi_overbought"": 92, ""rsi_oversold"": 8}}","{""market_regime"": {""trend_threshold"": 0.82}, ""volatility_regime"": {""atr_threshold"": 2.1}, ""min_checks"": 3, ""min_strength"": 92}","{""risk_reward_strength"": {""risk_factor"": 1.0, ""reward_factor"": 5.0}, ""market_context_strength"": {""weight"": 1.9}, ""mtf_strength"": {""timeframe_weights"": {""15m"": 0.4, ""1h"": 0.4, ""4h"": 0.2}}}",ETHUSDT,5m
vol_break_8,"{""bollinger"": {""period"": 20, ""std"": 3.4}, ""atr"": {""period"": 14}, ""volume_sma"": {""period"": 20}, ""rsi"": {""period"": 7}}","{""bollinger"": {""period"": 20, ""std"": 3.4}, ""atr"": {""period"": 14}, ""volume_sma"": {""period"": 20}, ""rsi"": {""period"": 7}}","{""volatility_breakout"": {""atr_multiplier"": 3.4}, ""range_breakout"": {""range_threshold"": 0.03}}","{""volatility_regime"": {""atr_threshold"": 2.2}, ""market_regime"": {""trend_threshold"": 0.75}, ""min_checks"": 3, ""min_strength"": 95}","{""risk_reward_strength"": {""risk_factor"": 1.0, ""reward_factor"": 5.4}, ""market_context_strength"": {""weight"": 2.0}, ""mtf_strength"": {""timeframe_weights"": {""15m"": 0.4, ""1h"": 0.4, ""4h"": 0.2}}}",BTCUSDT,5m
hybrid_8,"{""ema"": {""periods"": [2, 3]}, ""rsi"": {""period"": 7}, ""macd"": {""fast"": 2, ""slow"": 7, ""signal"": 3}, ""atr"": {""period"": 14}, ""supertrend"": {""period"": 24, ""multiplier"": 4.0}}","{""ema"": {""periods"": [2, 3]}, ""rsi"": {""period"": 7}, ""macd"": {""fast"": 2, ""slow"": 7, ""signal"": 3}, ""atr"": {""period"": 14}, ""supertrend"": {""period"": 24, ""multiplier"": 4.0}}","{""adaptive_trend"": {""lookback"": 55, ""volatility_factor"": 3.0}, ""mtf_trend"": {""timeframes"": [""15m"", ""1h"", ""4h""]}, ""volatility_breakout"": {""atr_multiplier"": 3.2}}","{""trend_strength"": {""min_adx"": 42}, ""volatility_regime"": {""atr_threshold"": 2.1}, ""market_regime"": {""trend_threshold"": 0.82}, ""min_checks"": 3, ""min_strength"": 92}","{""risk_reward_strength"": {""risk_factor"": 1.0, ""reward_factor"": 5.2}, ""market_context_strength"": {""weight"": 2.0}, ""mtf_strength"": {""timeframe_weights"": {""15m"": 0.3, ""1h"": 0.4, ""4h"": 0.3}}}",SOLUSDT,5m
trend_strong_11,"{""ema"": {""periods"": [2, 3, 4]}, ""macd"": {""fast"": 2, ""slow"": 5, ""signal"": 3}, ""adx"": {""period"": 14}, ""atr"": {""period"": 14}}","{""ema"": {""periods"": [2, 3, 4]}, ""macd"": {""fast"": 2, ""slow"": 5, ""signal"": 3}, ""adx"": {""period"": 14}, ""atr"": {""period"": 14}}","{""trend_following"": {""ema_short"": 2, ""ema_long"": 3}, ""mtf_trend"": {""timeframes"": [""15m"", ""1h"", ""4h""]}}","{""trend_strength"": {""min_adx"": 45}, ""market_regime"": {""trend_threshold"": 0.92}, ""min_checks"": 3, ""min_strength"": 95}","{""risk_reward_strength"": {""risk_factor"": 1.0, ""reward_factor"": 5.2}, ""market_context_strength"": {""weight"": 2.0}, ""mtf_strength"": {""timeframe_weights"": {""15m"": 0.3, ""1h"": 0.4, ""4h"": 0.3}}}",ETHUSDT,5m
momentum_break_9,"{""rsi"": {""period"": 6}, ""stochastic"": {""k"": 6, ""d"": 3}, ""macd"": {""fast"": 2, ""slow"": 6, ""signal"": 3}, ""volume_sma"": {""period"": 20}}","{""rsi"": {""period"": 6}, ""stochastic"": {""k"": 6, ""d"": 3}, ""macd"": {""fast"": 2, ""slow"": 6, ""signal"": 3}, ""volume_sma"": {""period"": 20}}","{""volatility_breakout"": {""atr_multiplier"": 3.4}, ""range_breakout"": {""range_threshold"": 0.032}, ""overextended_reversal"": {""rsi_overbought"": 94, ""rsi_oversold"": 6}}","{""market_regime"": {""trend_threshold"": 0.85}, ""volatility_regime"": {""atr_threshold"": 2.2}, ""min_checks"": 3, ""min_strength"": 95}","{""risk_reward_strength"": {""risk_factor"": 1.0, ""reward_factor"": 5.2}, ""market_context_strength"": {""weight"": 2.0}, ""mtf_strength"": {""timeframe_weights"": {""15m"": 0.4, ""1h"": 0.4, ""4h"": 0.2}}}",BTCUSDT,5m
vol_break_9,"{""bollinger"": {""period"": 20, ""std"": 3.6}, ""atr"": {""period"": 14}, ""volume_sma"": {""period"": 20}, ""rsi"": {""period"": 6}}","{""bollinger"": {""period"": 20, ""std"": 3.6}, ""atr"": {""period"": 14}, ""volume_sma"": {""period"": 20}, ""rsi"": {""period"": 6}}","{""volatility_breakout"": {""atr_multiplier"": 3.6}, ""range_breakout"": {""range_threshold"": 0.032}}","{""volatility_regime"": {""atr_threshold"": 2.3}, ""market_regime"": {""trend_threshold"": 0.78}, ""min_checks"": 3, ""min_strength"": 98}","{""risk_reward_strength"": {""risk_factor"": 1.0, ""reward_factor"": 5.6}, ""market_context_strength"": {""weight"": 2.0}, ""mtf_strength"": {""timeframe_weights"": {""15m"": 0.4, ""1h"": 0.4, ""4h"": 0.2}}}",SOLUSDT,5m
hybrid_9,"{""ema"": {""periods"": [2, 3]}, ""rsi"": {""period"": 6}, ""macd"": {""fast"": 2, ""slow"": 6, ""signal"": 3}, ""atr"": {""period"": 14}, ""supertrend"": {""period"": 26, ""multiplier"": 4.2}}","{""ema"": {""periods"": [2, 3]}, ""rsi"": {""period"": 6}, ""macd"": {""fast"": 2, ""slow"": 6, ""signal"": 3}, ""atr"": {""period"": 14}, ""supertrend"": {""period"": 26, ""multiplier"": 4.2}}","{""adaptive_trend"": {""lookback"": 60, ""volatility_factor"": 3.5}, ""mtf_trend"": {""timeframes"": [""15m"", ""1h"", ""4h""]}, ""volatility_breakout"": {""atr_multiplier"": 3.6}}","{""trend_strength"": {""min_adx"": 45}, ""volatility_regime"": {""atr_threshold"": 2.2}, ""market_regime"": {""trend_threshold"": 0.85}, ""min_checks"": 3, ""min_strength"": 95}","{""risk_reward_strength"": {""risk_factor"": 1.0, ""reward_factor"": 5.4}, ""market_context_strength"": {""weight"": 2.0}, ""mtf_strength"": {""timeframe_weights"": {""15m"": 0.3, ""1h"": 0.4, ""4h"": 0.3}}}",ETHUSDT,5m
trend_strong_12,"{""ema"": {""periods"": [2, 3, 4]}, ""macd"": {""fast"": 2, ""slow"": 5, ""signal"": 3}, ""adx"": {""period"": 14}, ""atr"": {""period"": 14}}","{""ema"": {""periods"": [2, 3, 4]}, ""macd"": {""fast"": 2, ""slow"": 5, ""signal"": 3}, ""adx"": {""period"": 14}, ""atr"": {""period"": 14}}","{""trend_following"": {""ema_short"": 2, ""ema_long"": 3}, ""mtf_trend"": {""timeframes"": [""15m"", ""1h"", ""4h""]}}","{""trend_strength"": {""min_adx"": 48}, ""market_regime"": {""trend_threshold"": 0.95}, ""min_checks"": 3, ""min_strength"": 98}","{""risk_reward_strength"": {""risk_factor"": 1.0, ""reward_factor"": 5.5}, ""market_context_strength"": {""weight"": 2.0}, ""mtf_strength"": {""timeframe_weights"": {""15m"": 0.3, ""1h"": 0.4, ""4h"": 0.3}}}",BTCUSDT,5m
momentum_break_10,"{""rsi"": {""period"": 5}, ""stochastic"": {""k"": 5, ""d"": 3}, ""macd"": {""fast"": 2, ""slow"": 5, ""signal"": 3}, ""volume_sma"": {""period"": 20}}","{""rsi"": {""period"": 5}, ""stochastic"": {""k"": 5, ""d"": 3}, ""macd"": {""fast"": 2, ""slow"": 5, ""signal"": 3}, ""volume_sma"": {""period"": 20}}","{""volatility_breakout"": {""atr_multiplier"": 3.6}, ""range_breakout"": {""range_threshold"": 0.035}, ""overextended_reversal"": {""rsi_overbought"": 95, ""rsi_oversold"": 5}}","{""market_regime"": {""trend_threshold"": 0.88}, ""volatility_regime"": {""atr_threshold"": 2.3}, ""min_checks"": 3, ""min_strength"": 98}","{""risk_reward_strength"": {""risk_factor"": 1.0, ""reward_factor"": 5.5}, ""market_context_strength"": {""weight"": 2.0}, ""mtf_strength"": {""timeframe_weights"": {""15m"": 0.4, ""1h"": 0.4, ""4h"": 0.2}}}",SOLUSDT,5m
vol_break_10,"{""bollinger"": {""period"": 20, ""std"": 3.8}, ""atr"": {""period"": 14}, ""volume_sma"": {""period"": 20}, ""rsi"": {""period"": 5}}","{""bollinger"": {""period"": 20, ""std"": 3.8}, ""atr"": {""period"": 14}, ""volume_sma"": {""period"": 20}, ""rsi"": {""period"": 5}}","{""volatility_breakout"": {""atr_multiplier"": 3.8}, ""range_breakout"": {""range_threshold"": 0.035}}","{""volatility_regime"": {""atr_threshold"": 2.4}, ""market_regime"": {""trend_threshold"": 0.8}, ""min_checks"": 3, ""min_strength"": 98}","{""risk_reward_strength"": {""risk_factor"": 1.0, ""reward_factor"": 5.8}, ""market_context_strength"": {""weight"": 2.0}, ""mtf_strength"": {""timeframe_weights"": {""15m"": 0.4, ""1h"": 0.4, ""4h"": 0.2}}}",ETHUSDT,5m
hybrid_10,"{""ema"": {""periods"": [2, 3]}, ""rsi"": {""period"": 5}, ""macd"": {""fast"": 2, ""slow"": 5, ""signal"": 3}, ""atr"": {""period"": 14}, ""supertrend"": {""period"": 28, ""multiplier"": 4.5}}","{""ema"": {""periods"": [2, 3]}, ""rsi"": {""period"": 5}, ""macd"": {""fast"": 2, ""slow"": 5, ""signal"": 3}, ""atr"": {""period"": 14}, ""supertrend"": {""period"": 28, ""multiplier"": 4.5}}","{""adaptive_trend"": {""lookback"": 65, ""volatility_factor"": 3.5}, ""mtf_trend"": {""timeframes"": [""15m"", ""1h"", ""4h""]}, ""volatility_breakout"": {""atr_multiplier"": 3.6}}","{""trend_strength"": {""min_adx"": 48}, ""volatility_regime"": {""atr_threshold"": 2.3}, ""market_regime"": {""trend_threshold"": 0.88}, ""min_checks"": 3, ""min_strength"": 98}","{""risk_reward_strength"": {""risk_factor"": 1.0, ""reward_factor"": 5.6}, ""market_context_strength"": {""weight"": 2.0}, ""mtf_strength"": {""timeframe_weights"": {""15m"": 0.3, ""1h"": 0.4, ""4h"": 0.3}}}",BTCUSDT,5m
